code,description_1,description_2,description_3,description_4,description_5
79513,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Papanicolaou smear of vagina with low grade squamous intraepithelial lesion (LGSIL)
79514,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Papanicolaou smear of vagina with high grade squamous intraepithelial lesion (HGSIL)
79515,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Vaginal high risk human papillomavirus (HPV) DNA test positive
79516,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Papanicolaou smear of vagina with cytologic evidence of malignancy
79518,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Unsatisfactory vaginal cytology smear
79519,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Other abnormal Papanicolaou smear of vagina and vaginal HPV
7952,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Nonspecific abnormal findings on chromosomal analysis,
7953,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Nonspecific positive culture findings,
79531,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Nonspecific positive culture findings,Nonspecific positive findings for anthrax
79539,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Nonspecific positive culture findings,Other nonspecific positive culture findings
7954,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Other nonspecific abnormal histological findings,
7955,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Nonspecific reaction to test for tuberculosis,
79551,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Nonspecific reaction to test for tuberculosis,Nonspecific reaction to tuberculin skin test without active tuberculosis
79552,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Nonspecific reaction to test for tuberculosis,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis
7956,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",False positive serological test for syphilis,
7957,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Other nonspecific immunological findings,
79571,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Other nonspecific immunological findings,Nonspecific serologic evidence of human immunodeficiency virus [HIV]
79579,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Other nonspecific immunological findings,Other and unspecified nonspecific immunological findings
7958,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal tumor markers,
79581,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal tumor markers,Elevated carcinoembryonic antigen [CEA]
79582,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal tumor markers,Elevated cancer antigen 125 [CA 125]
79589,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal tumor markers,Other abnormal tumor markers
796,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,,
7960,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Nonspecific abnormal toxicological findings,
7961,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal reflex,
7962,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Elevated blood pressure reading without diagnosis of hypertension,
7963,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Nonspecific low blood pressure reading,
7964,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Other abnormal clinical findings,
7965,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal finding on antenatal screening,
7966,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal findings on neonatal screening,
7967,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,
79670,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Abnormal glandular Papanicolaou smear of anus
79671,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US)
79672,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
79673,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Papanicolaou smear of anus with low grade squamous intraepithelial lesion (LGSIL)
79674,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Papanicolaou smear of anus with high grade squamous intraepithelial lesion (HGSIL)
79675,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Anal high risk human papillomavirus (HPV) DNA test positive
79676,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Papanicolaou smear of anus with cytologic evidence of malignancy
79677,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Satisfactory anal smear but lacking transformation zone
79678,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Unsatisfactory anal cytology smear
79679,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Abnormal cytologic smear of anus and anal hpv,Other abnormal Papanicolaou smear of anus and anal HPV
7969,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other nonspecific abnormal findings,Other nonspecific abnormal findings,
797,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Senility without mention of psychosis,,
798,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Sudden death cause unknown,,
7980,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Sudden death cause unknown,Sudden infant death syndrome,
7981,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Sudden death cause unknown,Instantaneous death,
7982,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Sudden death cause unknown,"Death occurring in less than 24 hours from onset of symptoms, not otherwise explained",
7989,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Sudden death cause unknown,Unattended death,
799,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,,
7990,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Asphyxia and hypoxemia,
79901,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Asphyxia and hypoxemia,Asphyxia
79902,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Asphyxia and hypoxemia,Hypoxemia
7991,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Respiratory arrest,
7992,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Nervousness,
79921,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Nervousness,Nervousness
79922,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Nervousness,Irritability
79923,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Nervousness,Impulsiveness
79924,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other ill-defined and unknown causes of morbidity and mortality,Nervousness,Emotional lability
