code,description_1,description_2,description_3,description_4
6632,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Bilateral Destruction Or Occlusion Of Fallopian Tubes,Other Bilateral Ligation And Division Of Fallopian Tubes
6639,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Bilateral Destruction Or Occlusion Of Fallopian Tubes,Other Bilateral Destruction Or Occlusion Of Fallopian Tubes
664,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Total Unilateral Salpingectomy,
665,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Total Bilateral Salpingectomy,
6651,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Total Bilateral Salpingectomy,Removal Of Both Fallopian Tubes At Same Operative Episode
6652,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Total Bilateral Salpingectomy,Removal Of Remaining Fallopian Tube
666,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Salpingectomy,
6661,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Salpingectomy,Excision Or Destruction Of Lesion Of Fallopian Tube
6662,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Salpingectomy,Salpingectomy With Removal Of Tubal Pregnancy
6663,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Salpingectomy,"Bilateral Partial Salpingectomy, Not Otherwise Specified"
6669,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Salpingectomy,Other Partial Salpingectomy
667,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Repair Of Fallopian Tube,
6671,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Repair Of Fallopian Tube,Simple Suture Of Fallopian Tube
6672,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Repair Of Fallopian Tube,Salpingo-Oophorostomy
6673,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Repair Of Fallopian Tube,Salpingo-Salpingostomy
6674,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Repair Of Fallopian Tube,Salpingo-Uterostomy
6679,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Repair Of Fallopian Tube,Other Repair Of Fallopian Tube
668,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Insufflation Of Fallopian Tube,
669,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,
6691,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Aspiration Of Fallopian Tube
6692,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Unilateral Destruction Or Occlusion Of Fallopian Tube
6693,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Implantation Or Replacement Of Prosthesis Of Fallopian Tube
6694,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Removal Of Prosthesis Of Fallopian Tube
6695,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Insufflation Of Therapeutic Agent Into Fallopian Tubes
6696,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Dilation Of Fallopian Tube
6697,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Burying Of Fimbriae In Uterine Wall
6699,Operations On The Female Genital Organs,Operations On Fallopian Tubes,Other Operations On Fallopian Tubes,Other
67,Operations On The Female Genital Organs,Operations On Cervix,,
670,Operations On The Female Genital Organs,Operations On Cervix,Dilation Of Cervical Canal,
671,Operations On The Female Genital Organs,Operations On Cervix,Diagnostic Procedures On Cervix,
6711,Operations On The Female Genital Organs,Operations On Cervix,Diagnostic Procedures On Cervix,Endocervical Biopsy
6712,Operations On The Female Genital Organs,Operations On Cervix,Diagnostic Procedures On Cervix,Other Cervical Biopsy
6719,Operations On The Female Genital Organs,Operations On Cervix,Diagnostic Procedures On Cervix,Other Diagnostic Procedures On Cervix
672,Operations On The Female Genital Organs,Operations On Cervix,Conization Of Cervix,
673,Operations On The Female Genital Organs,Operations On Cervix,Other Excision Or Destruction Of Lesion Or Tissue Of Cervix,
6731,Operations On The Female Genital Organs,Operations On Cervix,Other Excision Or Destruction Of Lesion Or Tissue Of Cervix,Marsupialization Of Cervical Cyst
6732,Operations On The Female Genital Organs,Operations On Cervix,Other Excision Or Destruction Of Lesion Or Tissue Of Cervix,Destruction Of Lesion Of Cervix By Cauterization
6733,Operations On The Female Genital Organs,Operations On Cervix,Other Excision Or Destruction Of Lesion Or Tissue Of Cervix,Destruction Of Lesion Of Cervix By Cryosurgery
6739,Operations On The Female Genital Organs,Operations On Cervix,Other Excision Or Destruction Of Lesion Or Tissue Of Cervix,Other Excision Or Destruction Of Lesion Or Tissue Of Cervix
674,Operations On The Female Genital Organs,Operations On Cervix,Amputation Of Cervix,
675,Operations On The Female Genital Organs,Operations On Cervix,Repair Of Internal Cervical Os,
6751,Operations On The Female Genital Organs,Operations On Cervix,Repair Of Internal Cervical Os,Transabdominal Cerclage Of Cervix
6759,Operations On The Female Genital Organs,Operations On Cervix,Repair Of Internal Cervical Os,Other Repair Of Internal Cervical Os
676,Operations On The Female Genital Organs,Operations On Cervix,Other Repair Of Cervix,
6761,Operations On The Female Genital Organs,Operations On Cervix,Other Repair Of Cervix,Suture Of Laceration Of Cervix
6762,Operations On The Female Genital Organs,Operations On Cervix,Other Repair Of Cervix,Repair Of Fistula Of Cervix
6769,Operations On The Female Genital Organs,Operations On Cervix,Other Repair Of Cervix,Other Repair Of Cervix
68,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,,
680,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Hysterotomy,
681,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,
6811,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,Digital Examination Of Uterus
6812,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,Hysteroscopy
6813,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,Open Biopsy Of Uterus
6814,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,Open Biopsy Of Uterine Ligaments
6815,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,Closed Biopsy Of Uterine Ligaments
6816,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,Closed Biopsy Of Uterus
6819,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Diagnostic Procedures On Uterus And Supporting Structures,Other Diagnostic Procedures On Uterus And Supporting Structures
682,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Excision Or Destruction Of Lesion Or Tissue Of Uterus,
6821,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Excision Or Destruction Of Lesion Or Tissue Of Uterus,Division Of Endometrial Synechiae
6822,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Excision Or Destruction Of Lesion Or Tissue Of Uterus,Incision Or Excision Of Congenital Septum Of Uterus
6823,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Excision Or Destruction Of Lesion Or Tissue Of Uterus,Endometrial Ablation
6824,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Excision Or Destruction Of Lesion Or Tissue Of Uterus,Uterine Artery Embolization [Uae] With Coils
6825,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Excision Or Destruction Of Lesion Or Tissue Of Uterus,Uterine Artery Embolization [Uae] Without Coils
6829,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Excision Or Destruction Of Lesion Or Tissue Of Uterus,Other Excision Or Destruction Of Lesion Of Uterus
683,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Subtotal Abdominal Hysterectomy,
6831,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Subtotal Abdominal Hysterectomy,Laparoscopic Supracervical Hysterectomy [Lsh]
6839,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Subtotal Abdominal Hysterectomy,"Other Subtotal Abdominal Hysterectomy, Nos"
684,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Total Abdominal Hysterectomy,
6841,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Total Abdominal Hysterectomy,Laparoscopic Total Abdominal Hysterectomy
6849,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Total Abdominal Hysterectomy,Other And Unspecified Total Abdominal Hysterectomy
685,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Vaginal Hysterectomy,
6851,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Vaginal Hysterectomy,Laparoscopically Assisted Vaginal Hysterectomy (Lavh)
6859,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Vaginal Hysterectomy,Other Vaginal Hysterectomy
686,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Radical Abdominal Hysterectomy,
6861,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Radical Abdominal Hysterectomy,Laparoscopic Radical Abdominal Hysterectomy
6869,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Radical Abdominal Hysterectomy,Other And Unspecified Radical Abdominal Hysterectomy
687,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Radical Vaginal Hysterectomy,
6871,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Radical Vaginal Hysterectomy,Laparoscopic Radical Vaginal Hysterectomy [Lrvh]
6879,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Radical Vaginal Hysterectomy,Other And Unspecified Radical Vaginal Hysterectomy
688,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Pelvic Evisceration,
689,Operations On The Female Genital Organs,Other Incision And Excision Of Uterus,Other And Unspecified Hysterectomy,
69,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,,
690,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Dilation And Curettage Of Uterus,
6901,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Dilation And Curettage Of Uterus,Dilation And Curettage For Termination Of Pregnancy
6902,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Dilation And Curettage Of Uterus,Dilation And Curettage Following Delivery Or Abortion
6909,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Dilation And Curettage Of Uterus,Other Dilation And Curettage
691,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Excision Or Destruction Of Lesion Or Tissue Of Uterus And Supporting Structures,
6919,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Excision Or Destruction Of Lesion Or Tissue Of Uterus And Supporting Structures,Other Excision Or Destruction Of Uterus And Supporting Structures
692,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Repair Of Uterine Supporting Structures,
6921,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Repair Of Uterine Supporting Structures,Interposition Operation
6922,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Repair Of Uterine Supporting Structures,Other Uterine Suspension
6923,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Repair Of Uterine Supporting Structures,Vaginal Repair Of Chronic Inversion Of Uterus
6929,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Repair Of Uterine Supporting Structures,Other Repair Of Uterus And Supporting Structures
693,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Paracervical Uterine Denervation,
694,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Uterine Repair,
6941,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Uterine Repair,Suture Of Laceration Of Uterus
6942,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Uterine Repair,Closure Of Fistula Of Uterus
6949,Operations On The Female Genital Organs,Other Operations On Uterus And Supporting Structures,Uterine Repair,Other Repair Of Uterus
